,year,locality,estimated value ($),sale Price ($),property,residential,num_rooms,num_bathrooms,carpet_area_sq_ft,property_tax_rate,face,month_name,difference,Season,house_age
838,2010,Unknown,303310.0,455000.0,Single Family,Detached House,3,1,979.0,1.025846,North,January,-151690.0,Winter,14
839,2010,Norwalk,236670.0,448000.0,Single Family,Detached House,3,1,979.0,1.025846,East,February,-211330.0,Winter,14
840,2010,Unknown,960610.0,1695000.0,Single Family,Detached House,3,2,962.0,1.025846,South,February,-734390.0,Winter,14
841,2010,Fairfield,609770.0,465000.0,Single Family,Detached House,3,1,979.0,1.025846,North,February,144770.0,Winter,14
843,2010,West Hartford,295300.0,350000.0,Single Family,Detached House,3,2,1063.0,1.025846,South,February,-54700.0,Winter,14
844,2010,Unknown,256200.0,187500.0,Three Family,Triplex,6,6,1920.0,1.025846,North,February,68700.0,Winter,14
845,2010,Bridgeport,56290.0,131500.0,Single Family,Detached House,3,3,1061.0,1.025846,West,February,-75210.0,Winter,14
846,2010,Greenwich,629930.0,935000.0,,Detached House,3,3,1086.0,1.025846,West,February,-305070.0,Winter,14
849,2010,Greenwich,1522360.0,2170000.0,Single Family,Detached House,3,3,1025.0,1.025846,West,February,-647640.0,Winter,14
852,2010,Bridgeport,117790.0,260000.0,Single Family,Detached House,3,3,921.0,1.025846,East,February,-142210.0,Winter,14
853,2010,Fairfield,826490.0,1612500.0,Single Family,Detached House,3,3,1066.0,1.025846,South,February,-786010.0,Winter,14
854,2010,West Hartford,176100.0,260000.0,Single Family,Detached House,3,3,954.0,1.025846,North,February,-83900.0,Winter,14
855,2010,Bridgeport,107500.0,217500.0,Single Family,Detached House,3,1,921.0,1.025846,East,February,-110000.0,Winter,14
856,2010,Fairfield,355040.0,310000.0,Single Family,Detached House,3,2,1017.0,1.025846,West,February,45040.0,Winter,14
857,2010,Greenwich,3373300.0,4200000.0,Single Family,Detached House,3,2,1087.0,1.025846,South,February,-826700.0,Winter,14
860,2010,Unknown,1607200.0,1800000.0,Single Family,Detached House,3,2,1050.0,1.025846,West,February,-192800.0,Winter,14
861,2010,Greenwich,1836730.0,2800000.0,,Detached House,3,2,1081.0,1.025846,South,February,-963270.0,Winter,14
863,2010,Bridgeport,173954.0,348000.0,Two Family,Duplex,4,4,1328.0,1.025846,West,February,-174046.0,Winter,14
864,2010,Fairfield,518700.0,655000.0,,Detached House,3,3,1012.0,1.025846,East,March,-136300.0,Spring,14
865,2010,West Hartford,223100.0,379900.0,Single Family,Detached House,3,2,994.0,1.025846,West,March,-156800.0,Spring,14
866,2010,West Hartford,211100.0,328000.0,Single Family,Detached House,3,3,978.0,1.025846,South,March,-116900.0,Spring,14
867,2010,Greenwich,666190.0,925000.0,Single Family,Detached House,3,1,1042.0,1.025846,South,March,-258810.0,Spring,14
868,2010,Bridgeport,116690.0,37500.0,Single Family,Detached House,3,1,994.0,1.025846,North,March,79190.0,Spring,14
869,2010,Unknown,355810.0,525000.0,,Detached House,3,3,1085.0,1.025846,North,March,-169190.0,Spring,14
870,2010,Norwalk,462420.0,808000.0,Single Family,Detached House,3,2,1099.0,1.025846,West,March,-345580.0,Spring,14
871,2010,Unknown,112710.0,255500.0,Single Family,Detached House,3,2,1089.0,1.025846,West,March,-142790.0,Spring,14
872,2010,Norwalk,194950.0,290000.0,Single Family,Detached House,3,2,968.0,1.025846,South,March,-95050.0,Spring,14
873,2010,Bridgeport,132630.0,712500.0,Single Family,Detached House,3,1,1058.0,1.025846,North,March,-579870.0,Spring,14
874,2010,Fairfield,189910.0,259000.0,Single Family,Detached House,3,3,953.0,1.025846,East,March,-69090.0,Spring,14
878,2010,West Hartford,183000.0,255000.0,Single Family,Detached House,3,3,1011.0,1.025846,West,March,-72000.0,Spring,14
879,2010,Bridgeport,95531.0,168500.0,Two Family,Duplex,4,4,1387.0,1.025846,West,March,-72969.0,Spring,14
880,2010,Bridgeport,139160.0,345000.0,,Detached House,3,1,1078.0,1.025846,North,March,-205840.0,Spring,14
881,2010,Norwalk,187880.0,320000.0,Single Family,Detached House,3,3,1086.0,1.025846,East,March,-132120.0,Spring,14
882,2010,Norwalk,198310.0,350000.0,Single Family,Detached House,3,3,1058.0,1.025846,East,March,-151690.0,Spring,14
883,2010,Bridgeport,163660.0,268500.0,,Detached House,3,3,1017.0,1.025846,North,March,-104840.0,Spring,14
885,2010,West Hartford,189300.0,275000.0,Single Family,Detached House,3,2,951.0,1.025846,North,March,-85700.0,Spring,14
886,2010,West Hartford,169800.0,236500.0,Single Family,Detached House,3,2,1076.0,1.025846,East,March,-66700.0,Spring,14
887,2010,Norwalk,301910.0,487000.0,,Detached House,3,3,971.0,1.025846,East,March,-185090.0,Spring,14
888,2010,Bridgeport,115530.0,180000.0,Single Family,Detached House,3,1,1042.0,1.025846,West,March,-64470.0,Spring,14
891,2010,Fairfield,625940.0,655000.0,Single Family,Detached House,3,1,1012.0,1.025846,East,March,-29060.0,Spring,14
892,2010,Bridgeport,123000.0,174000.0,,Triplex,6,6,2137.0,1.025846,North,March,-51000.0,Spring,14
893,2010,Norwalk,1262660.0,1775000.0,Single Family,Detached House,3,1,1031.0,1.025846,East,March,-512340.0,Spring,14
895,2010,Fairfield,365470.0,425000.0,Single Family,Detached House,3,1,1016.0,1.025846,West,March,-59530.0,Spring,14
896,2010,Fairfield,212800.0,46750.0,,Detached House,3,2,1052.0,1.025846,North,March,166050.0,Spring,14
897,2010,Unknown,1573600.0,3295000.0,Single Family,Detached House,3,2,987.0,1.025846,North,March,-1721400.0,Spring,14
898,2010,Bridgeport,117160.0,190000.0,Single Family,Detached House,3,3,928.0,1.025846,West,March,-72840.0,Spring,14
900,2010,West Hartford,491400.0,849900.0,Single Family,Detached House,3,2,1070.0,1.025846,East,March,-358500.0,Spring,14
901,2010,Unknown,151700.0,260000.0,,Detached House,3,3,1072.0,1.025846,West,March,-108300.0,Spring,14
902,2010,Greenwich,480620.0,615000.0,Single Family,Detached House,3,3,935.0,1.025846,South,March,-134380.0,Spring,14
903,2010,Unknown,156390.0,316849.0,,Detached House,3,3,907.0,1.025846,North,March,-160459.0,Spring,14
905,2010,Bridgeport,129360.0,266000.0,Single Family,Detached House,3,3,1099.0,1.025846,East,March,-136640.0,Spring,14
906,2010,Bridgeport,145760.0,366500.0,,Fourplex,8,6,2958.0,1.025846,South,March,-220740.0,Spring,14
907,2010,Fairfield,363440.0,475000.0,Single Family,Detached House,3,3,939.0,1.025846,South,April,-111560.0,Spring,14
908,2010,West Hartford,375600.0,610000.0,Single Family,Detached House,3,2,958.0,1.025846,East,April,-234400.0,Spring,14
909,2010,Greenwich,1254050.0,3208000.0,Single Family,Detached House,3,2,965.0,1.025846,East,April,-1953950.0,Spring,14
910,2010,Greenwich,465080.0,850000.0,Single Family,Detached House,3,2,1043.0,1.025846,North,April,-384920.0,Spring,14
911,2010,West Hartford,186600.0,302000.0,Two Family,Duplex,4,4,1439.0,1.025846,North,April,-115400.0,Spring,14
912,2010,Norwalk,197890.0,75000.0,Single Family,Detached House,3,3,945.0,1.025846,North,April,122890.0,Spring,14
913,2010,Bridgeport,131540.0,210000.0,Single Family,Detached House,3,3,925.0,1.025846,South,April,-78460.0,Spring,14
914,2010,Norwalk,247870.0,420000.0,,Detached House,3,1,948.0,1.025846,East,April,-172130.0,Spring,14
917,2010,Unknown,107180.0,215000.0,Four Family,Fourplex,8,7,2643.0,1.025846,South,April,-107820.0,Spring,14
919,2010,Norwalk,329700.0,570000.0,Single Family,Detached House,3,3,917.0,1.025846,East,April,-240300.0,Spring,14
920,2010,Greenwich,748930.0,1450000.0,Single Family,Detached House,3,2,1046.0,1.025846,North,April,-701070.0,Spring,14
922,2010,Fairfield,831880.0,1000000.0,Single Family,Detached House,3,3,1082.0,1.025846,East,April,-168120.0,Spring,14
923,2010,Unknown,85990.0,150043.0,Single Family,Detached House,3,3,998.0,1.025846,East,April,-64053.0,Spring,14
924,2010,West Hartford,140400.0,180000.0,Single Family,Detached House,3,1,1053.0,1.025846,East,April,-39600.0,Spring,14
926,2010,Norwalk,247240.0,497000.0,Single Family,Detached House,3,2,1029.0,1.025846,North,April,-249760.0,Spring,14
927,2010,Fairfield,205940.0,166666.0,Single Family,Detached House,3,3,1073.0,1.025846,North,April,39274.0,Spring,14
928,2010,West Hartford,234700.0,399000.0,Single Family,Detached House,3,2,909.0,1.025846,West,April,-164300.0,Spring,14
929,2010,Unknown,1530550.0,2025000.0,Single Family,Detached House,3,1,1000.0,1.025846,South,April,-494450.0,Spring,14
931,2010,Bridgeport,107040.0,150000.0,Two Family,Duplex,4,2,1267.0,1.025846,West,April,-42960.0,Spring,14
933,2010,West Hartford,149600.0,225000.0,Single Family,Detached House,3,3,912.0,1.025846,South,April,-75400.0,Spring,14
936,2010,Unknown,109210.0,140000.0,Single Family,Detached House,3,3,978.0,1.025846,South,April,-30790.0,Spring,14
938,2010,Fairfield,984200.0,1500000.0,Single Family,Detached House,3,3,902.0,1.025846,East,April,-515800.0,Spring,14
941,2010,Bridgeport,148050.0,295500.0,,Detached House,3,1,1084.0,1.025846,South,April,-147450.0,Spring,14
942,2010,Bridgeport,105690.0,165000.0,Single Family,Detached House,3,3,910.0,1.025846,East,April,-59310.0,Spring,14
944,2010,West Hartford,184300.0,245000.0,,Detached House,3,3,1030.0,1.025846,West,April,-60700.0,Spring,14
945,2010,West Hartford,224100.0,149950.0,Single Family,Detached House,3,3,1054.0,1.025846,North,April,74150.0,Spring,14
946,2010,Bridgeport,103460.0,227615.0,Single Family,Detached House,3,1,928.0,1.025846,South,April,-124155.0,Spring,14
947,2010,Greenwich,1177260.0,1200000.0,Single Family,Detached House,3,2,1012.0,1.025846,East,April,-22740.0,Spring,14
948,2010,West Hartford,154700.0,325000.0,Single Family,Detached House,3,3,1028.0,1.025846,North,April,-170300.0,Spring,14
949,2010,Norwalk,230930.0,420000.0,Single Family,Detached House,3,3,959.0,1.025846,West,April,-189070.0,Spring,14
950,2010,Greenwich,1356390.0,1850000.0,Single Family,Detached House,3,3,970.0,1.025846,South,May,-493610.0,Spring,14
951,2010,Fairfield,857780.0,815000.0,Single Family,Detached House,3,1,1040.0,1.025846,West,May,42780.0,Spring,14
953,2010,Bridgeport,103670.0,234900.0,Single Family,Detached House,3,1,958.0,1.025846,West,May,-131230.0,Spring,14
955,2010,Bridgeport,99190.0,160000.0,Single Family,Detached House,3,1,904.0,1.025846,East,May,-60810.0,Spring,14
956,2010,Bridgeport,123410.0,375000.0,Four Family,Fourplex,8,8,2832.0,1.025846,North,May,-251590.0,Spring,14
958,2010,Norwalk,227220.0,373800.0,,Detached House,3,2,914.0,1.025846,East,May,-146580.0,Spring,14
959,2010,Greenwich,4246200.0,6600000.0,Single Family,Detached House,3,3,1013.0,1.025846,East,May,-2353800.0,Spring,14
960,2010,Norwalk,299191.0,389000.0,Two Family,Duplex,4,4,1278.0,1.025846,North,May,-89809.0,Spring,14
962,2010,Bridgeport,113880.0,177225.0,Three Family,Triplex,6,6,1831.0,1.025846,East,May,-63345.0,Spring,14
963,2010,Bridgeport,106730.0,229537.0,Two Family,Duplex,4,4,1314.0,1.025846,South,May,-122807.0,Spring,14
964,2010,Unknown,55720.0,128000.0,Single Family,Detached House,3,2,957.0,1.025846,South,May,-72280.0,Spring,14
967,2010,Bridgeport,84620.0,140000.0,Single Family,Detached House,3,1,1017.0,1.025846,North,May,-55380.0,Spring,14
968,2010,Greenwich,460390.0,690000.0,Single Family,Detached House,3,3,1028.0,1.025846,South,May,-229610.0,Spring,14
970,2010,Fairfield,1154650.0,1737550.0,Single Family,Detached House,3,3,1039.0,1.025846,North,May,-582900.0,Spring,14
971,2010,Fairfield,784560.0,932500.0,Single Family,Detached House,3,3,1001.0,1.025846,East,May,-147940.0,Spring,14
972,2010,Greenwich,350560.0,710000.0,Single Family,Detached House,3,2,957.0,1.025846,North,May,-359440.0,Spring,14
974,2010,Unknown,238300.0,294556.0,Three Family,Triplex,6,4,1834.0,1.025846,South,May,-56256.0,Spring,14
975,2010,Norwalk,204120.0,360000.0,Single Family,Detached House,3,2,937.0,1.025846,West,May,-155880.0,Spring,14
976,2010,Greenwich,2297330.0,4400000.0,Single Family,Detached House,3,2,914.0,1.025846,East,May,-2102670.0,Spring,14
977,2010,Norwalk,312830.0,500000.0,Single Family,Detached House,3,1,945.0,1.025846,East,May,-187170.0,Spring,14
978,2010,Bridgeport,113750.0,180766.0,Three Family,Triplex,6,6,1934.0,1.025846,West,May,-67016.0,Spring,14
979,2010,Greenwich,1567720.0,3222500.0,Single Family,Detached House,3,1,1090.0,1.025846,East,May,-1654780.0,Spring,14
980,2010,West Hartford,206000.0,349900.0,Single Family,Detached House,3,1,927.0,1.025846,East,May,-143900.0,Spring,14
981,2010,Fairfield,352030.0,423000.0,Single Family,Detached House,3,1,945.0,1.025846,North,May,-70970.0,Spring,14
982,2010,Bridgeport,68250.0,39000.0,Single Family,Detached House,3,3,933.0,1.025846,East,May,29250.0,Spring,14
983,2010,Bridgeport,139520.0,267884.0,Single Family,Detached House,3,2,913.0,1.025846,West,May,-128364.0,Spring,14
985,2010,West Hartford,224200.0,375000.0,Single Family,Detached House,3,1,1006.0,1.025846,South,May,-150800.0,Spring,14
986,2010,Norwalk,171430.0,285746.0,Single Family,Detached House,3,3,957.0,1.025846,North,May,-114316.0,Spring,14
987,2010,Fairfield,390040.0,522500.0,Single Family,Detached House,3,1,1012.0,1.025846,North,May,-132460.0,Spring,14
989,2010,West Hartford,176400.0,260000.0,Single Family,Detached House,3,2,1002.0,1.025846,East,May,-83600.0,Spring,14
990,2010,Norwalk,172130.0,350000.0,Single Family,Detached House,3,1,1081.0,1.025846,West,May,-177870.0,Spring,14
991,2010,Fairfield,270060.0,282000.0,Single Family,Detached House,3,1,1049.0,1.025846,East,May,-11940.0,Spring,14
992,2010,West Hartford,162300.0,215000.0,Single Family,Detached House,3,2,1009.0,1.025846,West,May,-52700.0,Spring,14
994,2010,West Hartford,267000.0,420000.0,Single Family,Detached House,3,3,991.0,1.025846,West,June,-153000.0,Summer,14
995,2010,Unknown,127400.0,195000.0,Single Family,Detached House,3,1,984.0,1.025846,West,June,-67600.0,Summer,14
997,2010,Norwalk,230650.0,432500.0,,Detached House,3,2,1061.0,1.025846,West,June,-201850.0,Summer,14
998,2010,Norwalk,554470.0,850000.0,Single Family,Detached House,3,3,1004.0,1.025846,West,June,-295530.0,Summer,14
999,2010,Unknown,348460.0,400000.0,,Detached House,3,3,999.0,1.025846,East,June,-51540.0,Summer,14
1000,2010,Unknown,382690.0,670000.0,Single Family,Detached House,3,3,1095.0,1.025846,South,June,-287310.0,Summer,14
1001,2010,Fairfield,393610.0,558000.0,Single Family,Detached House,3,2,1038.0,1.025846,West,June,-164390.0,Summer,14
1002,2010,Fairfield,612360.0,925000.0,Single Family,Detached House,3,2,968.0,1.025846,North,June,-312640.0,Summer,14
1003,2010,West Hartford,197300.0,320000.0,Single Family,Detached House,3,3,916.0,1.025846,North,June,-122700.0,Summer,14
1004,2010,Bridgeport,137070.0,214500.0,,Detached House,3,1,911.0,1.025846,East,June,-77430.0,Summer,14
1006,2010,Unknown,149090.0,216200.0,Single Family,Detached House,3,3,1041.0,1.025846,South,June,-67110.0,Summer,14
1010,2010,Fairfield,515480.0,1070000.0,Single Family,Detached House,3,2,1002.0,1.025846,East,June,-554520.0,Summer,14
1011,2010,Unknown,566790.0,825000.0,Single Family,Detached House,3,3,974.0,1.025846,West,June,-258210.0,Summer,14
1012,2010,Bridgeport,98370.0,192000.0,,Detached House,3,2,1031.0,1.025846,East,June,-93630.0,Summer,14
1013,2010,Fairfield,1697640.0,2405000.0,Single Family,Detached House,3,1,1032.0,1.025846,North,June,-707360.0,Summer,14
1016,2010,Bridgeport,108650.0,185000.0,Single Family,Detached House,3,3,909.0,1.025846,East,June,-76350.0,Summer,14
1018,2010,Greenwich,1006810.0,1265000.0,Single Family,Detached House,3,3,956.0,1.025846,South,June,-258190.0,Summer,14
1019,2010,Norwalk,273980.0,475000.0,Single Family,Detached House,3,3,992.0,1.025846,North,June,-201020.0,Summer,14
1022,2010,Fairfield,367360.0,529000.0,Single Family,Detached House,3,1,971.0,1.025846,West,June,-161640.0,Summer,14
1023,2010,Unknown,363500.0,615000.0,,Detached House,3,1,987.0,1.025846,South,June,-251500.0,Summer,14
1024,2010,Norwalk,357280.0,541250.0,Single Family,Detached House,3,3,926.0,1.025846,East,June,-183970.0,Summer,14
1025,2010,Unknown,644910.0,960000.0,Single Family,Detached House,3,3,1095.0,1.025846,South,June,-315090.0,Summer,14
1026,2010,Bridgeport,102900.0,165000.0,Single Family,Detached House,3,3,911.0,1.025846,South,June,-62100.0,Summer,14
1027,2010,West Hartford,542000.0,995000.0,,Detached House,3,2,944.0,1.025846,East,June,-453000.0,Summer,14
1028,2010,Fairfield,315140.0,415000.0,Single Family,Detached House,3,1,990.0,1.025846,South,June,-99860.0,Summer,14
1029,2010,Norwalk,267190.0,510000.0,Single Family,Detached House,3,1,965.0,1.025846,North,June,-242810.0,Summer,14
1031,2010,Fairfield,726250.0,1030000.0,Single Family,Detached House,3,3,1058.0,1.025846,West,June,-303750.0,Summer,14
1032,2010,West Hartford,210800.0,442500.0,Single Family,Detached House,3,2,999.0,1.025846,North,June,-231700.0,Summer,14
1033,2010,West Hartford,409100.0,630000.0,Single Family,Detached House,3,3,959.0,1.025846,West,June,-220900.0,Summer,14
1034,2010,Greenwich,665140.0,1100000.0,Single Family,Detached House,3,1,905.0,1.025846,North,June,-434860.0,Summer,14
1035,2010,Norwalk,1877470.0,3075000.0,Single Family,Detached House,3,1,1059.0,1.025846,West,June,-1197530.0,Summer,14
1037,2010,Greenwich,5140660.0,6375000.0,Single Family,Detached House,3,3,1030.0,1.025846,South,June,-1234340.0,Summer,14
1038,2010,Greenwich,1207360.0,1530000.0,,Detached House,3,1,929.0,1.025846,North,June,-322640.0,Summer,14
1039,2010,Bridgeport,114360.0,54000.0,Four Family,Fourplex,8,6,2770.0,1.025846,East,June,60360.0,Summer,14
1040,2010,Bridgeport,128870.0,205000.0,Single Family,Detached House,3,1,1081.0,1.025846,East,June,-76130.0,Summer,14
1041,2010,Greenwich,1827910.0,8050000.0,Single Family,Detached House,3,2,1093.0,1.025846,South,June,-6222090.0,Summer,14
1042,2010,Fairfield,337190.0,385000.0,Single Family,Detached House,3,2,1046.0,1.025846,East,June,-47810.0,Summer,14
1043,2010,Unknown,1702400.0,1900000.0,,Detached House,3,3,1057.0,1.025846,West,June,-197600.0,Summer,14
1044,2010,West Hartford,275200.0,405500.0,,Detached House,3,2,981.0,1.025846,North,June,-130300.0,Summer,14
1045,2010,West Hartford,146200.0,230000.0,Single Family,Detached House,3,3,951.0,1.025846,South,July,-83800.0,Summer,14
1046,2010,Greenwich,501270.0,595000.0,Single Family,Detached House,3,2,918.0,1.025846,North,July,-93730.0,Summer,14
1047,2010,Fairfield,1145340.0,1530000.0,Single Family,Detached House,3,1,969.0,1.025846,North,July,-384660.0,Summer,14
1048,2010,Fairfield,961590.0,1360000.0,,Detached House,3,1,1030.0,1.025846,East,July,-398410.0,Summer,14
1049,2010,Fairfield,551880.0,720000.0,Single Family,Detached House,3,2,928.0,1.025846,South,July,-168120.0,Summer,14
1050,2010,Fairfield,644980.0,820000.0,Single Family,Detached House,3,1,1037.0,1.025846,North,July,-175020.0,Summer,14
1051,2010,Greenwich,796040.0,1675000.0,Single Family,Detached House,3,2,1008.0,1.025846,South,July,-878960.0,Summer,14
1053,2010,Fairfield,865480.0,1345000.0,Single Family,Detached House,3,2,1036.0,1.025846,West,July,-479520.0,Summer,14
1056,2010,Fairfield,593530.0,775000.0,Single Family,Detached House,3,3,936.0,1.025846,South,July,-181470.0,Summer,14
1057,2010,Unknown,221700.0,401000.0,Single Family,Detached House,3,1,931.0,1.025846,East,July,-179300.0,Summer,14
1058,2010,Greenwich,3002090.0,4649000.0,Single Family,Detached House,3,1,1004.0,1.025846,West,July,-1646910.0,Summer,14
1060,2010,Greenwich,892920.0,2795000.0,Single Family,Detached House,3,1,1046.0,1.025846,East,July,-1902080.0,Summer,14
1061,2010,Greenwich,1266440.0,1150000.0,Single Family,Detached House,3,3,1009.0,1.025846,East,July,116440.0,Summer,14
1063,2010,Norwalk,270410.0,530000.0,Single Family,Detached House,3,2,1084.0,1.025846,North,July,-259590.0,Summer,14
1064,2010,Bridgeport,97080.0,199780.0,Single Family,Detached House,3,3,1030.0,1.025846,North,July,-102700.0,Summer,14
1067,2010,Greenwich,1675030.0,2123500.0,Single Family,Detached House,3,1,995.0,1.025846,North,July,-448470.0,Summer,14
1068,2010,Unknown,226940.0,425000.0,Single Family,Detached House,3,1,1058.0,1.025846,West,July,-198060.0,Summer,14
1069,2010,West Hartford,307600.0,570000.0,Single Family,Detached House,3,2,1014.0,1.025846,South,July,-262400.0,Summer,14
1070,2010,West Hartford,269000.0,501000.0,Single Family,Detached House,3,1,900.0,1.025846,West,July,-232000.0,Summer,14
1071,2010,Unknown,121320.0,253000.0,Three Family,Triplex,6,5,2192.0,1.025846,West,July,-131680.0,Summer,14
1074,2010,Norwalk,262570.0,510000.0,,Detached House,3,1,999.0,1.025846,North,July,-247430.0,Summer,14
1075,2010,West Hartford,213000.0,325000.0,Single Family,Detached House,3,2,981.0,1.025846,East,July,-112000.0,Summer,14
1076,2010,Bridgeport,100070.0,330000.0,Single Family,Detached House,3,3,1075.0,1.025846,North,July,-229930.0,Summer,14
1078,2010,Norwalk,478520.0,925000.0,Single Family,Detached House,3,3,1092.0,1.025846,South,July,-446480.0,Summer,14
1079,2010,Bridgeport,118160.0,206000.0,Single Family,Detached House,3,2,1036.0,1.025846,West,July,-87840.0,Summer,14
1080,2010,Bridgeport,69050.0,137000.0,Two Family,Duplex,4,4,1457.0,1.025846,South,July,-67950.0,Summer,14
1081,2010,Fairfield,572320.0,684000.0,Single Family,Detached House,3,2,959.0,1.025846,East,July,-111680.0,Summer,14
1083,2010,Greenwich,2852010.0,3850000.0,Single Family,Detached House,3,2,943.0,1.025846,West,July,-997990.0,Summer,14
1084,2010,Bridgeport,195310.0,309209.0,,Detached House,3,1,1079.0,1.025846,South,July,-113899.0,Summer,14
1087,2010,Norwalk,329070.0,476000.0,Single Family,Detached House,3,2,994.0,1.025846,West,July,-146930.0,Summer,14
1088,2010,Greenwich,519280.0,675000.0,Single Family,Detached House,3,3,919.0,1.025846,North,July,-155720.0,Summer,14
1091,2010,Greenwich,1481340.0,2100000.0,Single Family,Detached House,3,3,982.0,1.025846,South,July,-618660.0,Summer,14
1093,2010,Norwalk,229250.0,400000.0,Single Family,Detached House,3,1,941.0,1.025846,South,July,-170750.0,Summer,14
1094,2010,West Hartford,192900.0,345000.0,Single Family,Detached House,3,3,1100.0,1.025846,East,July,-152100.0,Summer,14
1095,2010,Bridgeport,159610.0,321500.0,Single Family,Detached House,3,3,970.0,1.025846,South,July,-161890.0,Summer,14
1096,2010,Bridgeport,81330.0,127000.0,Two Family,Duplex,4,2,1239.0,1.025846,South,July,-45670.0,Summer,14
1097,2010,West Hartford,153700.0,240000.0,,Detached House,3,3,995.0,1.025846,North,July,-86300.0,Summer,14
1098,2010,Bridgeport,94500.0,155000.0,Single Family,Detached House,3,2,978.0,1.025846,East,July,-60500.0,Summer,14
1099,2010,Greenwich,1148210.0,140000.0,Single Family,Detached House,3,2,1002.0,1.025846,North,July,1008210.0,Summer,14
1100,2010,Fairfield,468790.0,650000.0,,Detached House,3,2,980.0,1.025846,West,July,-181210.0,Summer,14
1101,2010,Unknown,117470.0,180000.0,Single Family,Detached House,3,2,954.0,1.025846,South,July,-62530.0,Summer,14
1102,2010,Fairfield,271740.0,1250000.0,Single Family,Detached House,3,3,997.0,1.025846,South,July,-978260.0,Summer,14
1103,2010,Fairfield,438970.0,615000.0,,Detached House,3,3,973.0,1.025846,North,July,-176030.0,Summer,14
1104,2010,Bridgeport,115710.0,65000.0,Two Family,Duplex,4,4,1292.0,1.025846,South,July,50710.0,Summer,14
1105,2010,Norwalk,385140.0,650000.0,,Detached House,3,3,921.0,1.025846,West,July,-264860.0,Summer,14
1106,2010,Greenwich,1754830.0,2712500.0,Single Family,Detached House,3,2,1056.0,1.025846,North,July,-957670.0,Summer,14
1107,2010,Greenwich,1099910.0,1275000.0,Single Family,Detached House,3,3,964.0,1.025846,North,July,-175090.0,Summer,14
1108,2010,West Hartford,253500.0,360000.0,Single Family,Detached House,3,2,1047.0,1.025846,East,July,-106500.0,Summer,14
1109,2010,West Hartford,431600.0,830000.0,Single Family,Detached House,3,3,1060.0,1.025846,North,July,-398400.0,Summer,14
1111,2010,Bridgeport,167800.0,210000.0,Two Family,Duplex,4,3,1381.0,1.025846,North,August,-42200.0,Summer,14
1112,2010,Fairfield,387800.0,495000.0,Single Family,Detached House,3,1,922.0,1.025846,East,August,-107200.0,Summer,14
1113,2010,Bridgeport,124040.0,165000.0,Single Family,Detached House,3,2,919.0,1.025846,South,August,-40960.0,Summer,14
1114,2010,West Hartford,199400.0,337000.0,Single Family,Detached House,3,1,950.0,1.025846,North,August,-137600.0,Summer,14
1115,2010,West Hartford,215800.0,354000.0,Single Family,Detached House,3,2,1039.0,1.025846,North,August,-138200.0,Summer,14
1116,2010,West Hartford,216000.0,291000.0,Single Family,Detached House,3,1,967.0,1.025846,South,August,-75000.0,Summer,14
1117,2010,Bridgeport,91650.0,200000.0,,Detached House,3,3,905.0,1.025846,South,August,-108350.0,Summer,14
1118,2010,Bridgeport,150070.0,250000.0,Three Family,Triplex,6,5,2093.0,1.025846,South,August,-99930.0,Summer,14
1119,2010,West Hartford,203800.0,390000.0,Single Family,Detached House,3,3,987.0,1.025846,North,August,-186200.0,Summer,14
1120,2010,Norwalk,271600.0,530000.0,Single Family,Detached House,3,3,942.0,1.025846,West,August,-258400.0,Summer,14
1121,2010,Fairfield,318780.0,410000.0,Single Family,Detached House,3,1,1048.0,1.025846,East,August,-91220.0,Summer,14
1122,2010,West Hartford,188200.0,275000.0,Single Family,Detached House,3,3,913.0,1.025846,South,August,-86800.0,Summer,14
1123,2010,West Hartford,198000.0,191000.0,Single Family,Detached House,3,2,1029.0,1.025846,West,August,7000.0,Summer,14
1124,2010,Bridgeport,109060.0,263602.0,,Triplex,6,4,2125.0,1.025846,North,August,-154542.0,Summer,14
1127,2010,Greenwich,1782410.0,2250000.0,Single Family,Detached House,3,3,1030.0,1.025846,North,August,-467590.0,Summer,14
1128,2010,West Hartford,258100.0,461000.0,,Detached House,3,3,1047.0,1.025846,North,August,-202900.0,Summer,14
1130,2010,Fairfield,1664740.0,2180000.0,Single Family,Detached House,3,2,945.0,1.025846,South,August,-515260.0,Summer,14
1131,2010,Norwalk,289240.0,6000.0,Single Family,Detached House,3,2,1046.0,1.025846,South,August,283240.0,Summer,14
1132,2010,Norwalk,470470.0,894900.0,Single Family,Detached House,3,1,909.0,1.025846,South,August,-424430.0,Summer,14
1133,2010,West Hartford,227000.0,315000.0,Single Family,Detached House,3,2,925.0,1.025846,South,August,-88000.0,Summer,14
1134,2010,Greenwich,1060360.0,1250000.0,Single Family,Detached House,3,1,1018.0,1.025846,East,August,-189640.0,Summer,14
1135,2010,Norwalk,285600.0,430000.0,Single Family,Detached House,3,1,911.0,1.025846,East,August,-144400.0,Summer,14
1136,2010,Bridgeport,131870.0,247000.0,Single Family,Detached House,3,2,918.0,1.025846,North,August,-115130.0,Summer,14
1137,2010,Bridgeport,103030.0,167000.0,Single Family,Detached House,3,1,1086.0,1.025846,North,August,-63970.0,Summer,14
1138,2010,West Hartford,208000.0,284500.0,Single Family,Detached House,3,2,943.0,1.025846,South,August,-76500.0,Summer,14
